track_genre,danceability,energy,valence,acousticness,speechiness,instrumentalness
k-pop,0.6478788788788788,0.6757467467467467,0.5567379379379379,0.29257076476476473,0.08805205205205205,0.009834319639639641
pop,0.630441,0.606437,0.5062227,0.34369250999999995,0.0799752,0.00902630391
